x,y
580.5,96.5
432.5,293.5
900.5,292.5
271.5,299.5
395.5,103.5
619.5,292.5
183.5,379.5
475.5,297.5
170.5,513.5
570.5,229.5
633.5,156.5
209.5,228.5
320.5,258.5
356.5,485.5
392.5,135.5
490.5,217.5
231.5,18.5
360.5,88.5
503.5,188.5
478.5,242.5
514.5,217.5
625.5,373.5
539.5,378.5
580.5,125.5
59.5,285.5
216.5,291.5
358.5,436.5
538.5,205.5
582.5,347.5
588.5,428.5
84.5,425.5
121.5,314.5
201.5,468.5
379.5,323.5
290.5,243.5
409.5,146.5
19.5,413.5
27.5,441.5
250.5,389.5
283.5,262.5
293.5,320.5
361.5,402.5
419.5,312.5
456.5,243.5
522.5,198.5
540.5,64.5
401.5,341.5
412.5,124.5
468.5,160.5
594.5,132.5
356.5,68.5
377.5,282.5
448.5,472.5
683.5,156.5
28.5,156.5
67.5,434.5
487.5,353.5
519.5,498.5
344.5,87.5
360.5,42.5
436.5,184.5
329.5,421.5
365.5,308.5
395.5,394.5
402.5,254.5
420.5,108.5
470.5,375.5
565.5,118.5
857.5,146.5
18.5,357.5
274.5,200.5
329.5,478.5
9.5,230.5
36.5,227.5
84.5,341.5
362.5,365.5
426.5,266.5
444.5,42.5
454.5,370.5
485.5,518.5
494.5,495.5
512.5,333.5
666.5,156.5
807.5,72.5
429.5,219.5
359.5,119.5
380.5,119.5
464.5,12.5
408.5,56.5
444.5,351.5
359.5,122.5
470.5,204.5
486.5,190.5
645.5,35.5
655.5,315.5
182.5,291.5
202.5,348.5
536.5,502.5
582.5,126.5
201.5,521.5
530.5,226.5
676.5,10.5
86.5,258.5
464.5,227.5
95.5,438.5
142.5,509.5
240.5,424.5
337.5,74.5
418.5,472.5
545.5,25.5
590.5,12.5
651.5,156.5
677.5,464.5
324.5,103.5
395.5,301.5
124.5,199.5
516.5,481.5
710.5,411.5
304.5,200.5
464.5,352.5
528.5,307.5
550.5,366.5
461.5,172.5
302.5,199.5
381.5,73.5
151.5,320.5
191.5,249.5
387.5,62.5
233.5,328.5
539.5,375.5
369.5,108.5
464.5,354.5
31.5,242.5
31.5,381.5
422.5,110.5
388.5,455.5
621.5,149.5
317.5,210.5
42.5,189.5
381.5,117.5
737.5,140.5
431.5,403.5
397.5,271.5
438.5,366.5
526.5,308.5
616.5,29.5
108.5,432.5
234.5,271.5
334.5,517.5
544.5,344.5
654.5,252.5
436.5,324.5
441.5,275.5
515.5,390.5
648.5,51.5
25.5,443.5
397.5,105.5
397.5,392.5
565.5,16.5
21.5,481.5
501.5,247.5
233.5,330.5
510.5,409.5
10.5,149.5
10.5,274.5
518.5,264.5
623.5,15.5
633.5,98.5
510.5,286.5
532.5,286.5
485.5,322.5
135.5,112.5
317.5,212.5
342.5,223.5
51.5,430.5
455.5,448.5
193.5,397.5
381.5,96.5
444.5,91.5
10.5,380.5
133.5,320.5
202.5,350.5
233.5,273.5
391.5,336.5
603.5,7.5
50.5,318.5
60.5,254.5
79.5,308.5
255.5,292.5
313.5,510.5
375.5,52.5
529.5,90.5
66.5,349.5
412.5,242.5
562.5,34.5
433.5,97.5
669.5,36.5
359.5,192.5
617.5,294.5
11.5,276.5
13.5,192.5
457.5,336.5
537.5,504.5
451.5,421.5
454.5,193.5
481.5,273.5
16.5,179.5
21.5,342.5
171.5,355.5
290.5,195.5
446.5,90.5
446.5,331.5
470.5,336.5
542.5,231.5
436.5,392.5
233.5,305.5
326.5,105.5
347.5,106.5
713.5,155.5
308.5,288.5
584.5,349.5
410.5,88.5
373.5,54.5
430.5,295.5
574.5,390.5
680.5,519.5
31.5,305.5
534.5,407.5
553.5,319.5
592.5,131.5
414.5,349.5
419.5,284.5
433.5,484.5
486.5,394.5
510.5,407.5
678.5,519.5
469.5,43.5
33.5,303.5
103.5,309.5
345.5,141.5
371.5,371.5
391.5,419.5
403.5,15.5
421.5,59.5
429.5,24.5
461.5,510.5
548.5,366.5
609.5,139.5
424.5,76.5
342.5,89.5
401.5,44.5
534.5,504.5
360.5,379.5
734.5,137.5
510.5,235.5
578.5,98.5
13.5,302.5
21.5,479.5
129.5,253.5
428.5,45.5
451.5,419.5
455.5,335.5
475.5,31.5
495.5,445.5
533.5,409.5
614.5,314.5
620.5,147.5
967.5,288.5
528.5,367.5
78.5,377.5
259.5,250.5
261.5,349.5
354.5,524.5
400.5,41.5
411.5,360.5
416.5,25.5
456.5,65.5
492.5,376.5
306.5,463.5
359.5,381.5
902.5,294.5
8.5,474.5
44.5,481.5
395.5,81.5
399.5,69.5
416.5,430.5
433.5,507.5
454.5,367.5
529.5,246.5
700.5,155.5
6.5,403.5
64.5,240.5
6.5,158.5
10.5,206.5
18.5,316.5
71.5,212.5
128.5,482.5
436.5,364.5
464.5,458.5
465.5,486.5
504.5,360.5
561.5,293.5
707.5,331.5
954.5,453.5
424.5,416.5
530.5,288.5
24.5,280.5
42.5,187.5
133.5,318.5
168.5,272.5
292.5,506.5
313.5,444.5
515.5,364.5
483.5,20.5
104.5,256.5
370.5,88.5
418.5,69.5
445.5,257.5
515.5,524.5
