x,y
643.5,341.5
644.5,313.5
1012.5,505.5
649.5,199.5
217.5,242.5
261.5,231.5
478.5,313.5
459.5,251.5
646.5,133.5
343.5,69.5
610.5,200.5
125.5,286.5
1043.5,277.5
185.5,148.5
373.5,103.5
481.5,139.5
767.5,420.5
1021.5,313.5
651.5,424.5
41.5,469.5
85.5,393.5
256.5,324.5
339.5,103.5
453.5,204.5
597.5,380.5
188.5,299.5
204.5,471.5
598.5,347.5
933.5,290.5
1029.5,268.5
147.5,406.5
180.5,66.5
200.5,142.5
214.5,503.5
235.5,423.5
247.5,439.5
252.5,68.5
715.5,317.5
99.5,492.5
218.5,105.5
220.5,268.5
611.5,243.5
792.5,104.5
856.5,361.5
1001.5,488.5
816.5,315.5
986.5,373.5
72.5,299.5
582.5,200.5
953.5,293.5
1052.5,71.5
82.5,466.5
421.5,282.5
483.5,376.5
792.5,213.5
810.5,145.5
387.5,502.5
39.5,394.5
30.5,446.5
68.5,135.5
122.5,370.5
156.5,508.5
230.5,154.5
284.5,163.5
482.5,348.5
642.5,284.5
786.5,423.5
787.5,508.5
833.5,228.5
993.5,283.5
1007.5,285.5
1014.5,327.5
135.5,264.5
179.5,475.5
289.5,364.5
308.5,232.5
339.5,456.5
346.5,167.5
383.5,360.5
639.5,166.5
869.5,208.5
1034.5,485.5
1005.5,261.5
219.5,354.5
281.5,341.5
164.5,469.5
440.5,234.5
547.5,491.5
783.5,135.5
938.5,243.5
819.5,295.5
35.5,485.5
67.5,265.5
313.5,170.5
325.5,379.5
374.5,65.5
454.5,508.5
484.5,283.5
698.5,514.5
727.5,488.5
731.5,294.5
761.5,436.5
779.5,290.5
849.5,228.5
93.5,299.5
1013.5,236.5
36.5,327.5
253.5,162.5
757.5,419.5
123.5,97.5
979.5,323.5
47.5,127.5
153.5,286.5
180.5,336.5
204.5,449.5
215.5,317.5
223.5,66.5
256.5,413.5
284.5,418.5
370.5,473.5
677.5,503.5
760.5,480.5
786.5,314.5
807.5,267.5
853.5,394.5
928.5,408.5
591.5,312.5
50.5,316.5
718.5,468.5
821.5,484.5
841.5,245.5
876.5,507.5
14.5,431.5
59.5,288.5
418.5,495.5
838.5,513.5
849.5,461.5
894.5,260.5
964.5,197.5
849.5,419.5
42.5,359.5
998.5,240.5
164.5,172.5
676.5,451.5
72.5,325.5
118.5,265.5
164.5,508.5
225.5,413.5
718.5,428.5
142.5,313.5
486.5,458.5
862.5,177.5
63.5,393.5
147.5,210.5
600.5,76.5
758.5,368.5
960.5,213.5
954.5,268.5
1031.5,344.5
188.5,378.5
223.5,456.5
557.5,477.5
1023.5,287.5
890.5,277.5
254.5,376.5
501.5,463.5
992.5,255.5
660.5,451.5
778.5,352.5
335.5,392.5
134.5,241.5
70.5,495.5
257.5,334.5
762.5,520.5
858.5,265.5
42.5,51.5
354.5,361.5
718.5,512.5
824.5,274.5
61.5,410.5
105.5,473.5
260.5,352.5
699.5,444.5
810.5,328.5
816.5,252.5
859.5,508.5
982.5,283.5
185.5,273.5
385.5,486.5
747.5,310.5
200.5,489.5
313.5,172.5
620.5,481.5
981.5,324.5
109.5,515.5
217.5,395.5
601.5,526.5
711.5,479.5
785.5,525.5
81.5,486.5
110.5,231.5
157.5,396.5
597.5,167.5
601.5,135.5
904.5,513.5
56.5,366.5
232.5,393.5
273.5,368.5
746.5,274.5
848.5,302.5
301.5,424.5
770.5,395.5
1003.5,490.5
866.5,314.5
94.5,508.5
1036.5,291.5
779.5,354.5
85.5,366.5
282.5,261.5
285.5,326.5
418.5,437.5
816.5,204.5
1013.5,238.5
99.5,354.5
750.5,508.5
804.5,282.5
41.5,357.5
102.5,240.5
790.5,271.5
64.5,520.5
782.5,263.5
200.5,385.5
317.5,379.5
133.5,190.5
229.5,485.5
867.5,298.5
967.5,340.5
972.5,270.5
297.5,60.5
850.5,434.5
35.5,375.5
33.5,483.5
154.5,386.5
502.5,465.5
896.5,262.5
948.5,307.5
751.5,510.5
142.5,369.5
575.5,481.5
774.5,519.5
878.5,507.5
1006.5,391.5
81.5,502.5
87.5,275.5
119.5,401.5
122.5,209.5
127.5,200.5
573.5,481.5
815.5,504.5
1050.5,345.5
244.5,401.5
87.5,425.5
181.5,209.5
333.5,394.5
423.5,473.5
573.5,430.5
649.5,446.5
889.5,279.5
952.5,236.5
106.5,344.5
514.5,469.5
117.5,461.5
219.5,384.5
234.5,499.5
306.5,284.5
688.5,366.5
983.5,504.5
832.5,309.5
1054.5,73.5
166.5,151.5
770.5,344.5
163.5,220.5
40.5,359.5
682.5,487.5
834.5,267.5
1031.5,270.5
231.5,439.5
82.5,287.5
836.5,265.5
985.5,208.5
105.5,387.5
121.5,444.5
344.5,399.5
687.5,465.5
814.5,313.5
28.5,338.5
186.5,419.5
836.5,295.5
10.5,399.5
43.5,449.5
70.5,415.5
184.5,251.5
198.5,489.5
833.5,489.5
79.5,284.5
105.5,293.5
480.5,312.5
128.5,465.5
425.5,519.5
10.5,357.5
80.5,287.5
94.5,511.5
96.5,280.5
128.5,467.5
175.5,518.5
204.5,384.5
236.5,462.5
525.5,474.5
544.5,523.5
664.5,473.5
753.5,295.5
767.5,295.5
816.5,202.5
942.5,228.5
1042.5,332.5
150.5,449.5
719.5,445.5
789.5,241.5
19.5,475.5
82.5,444.5
83.5,309.5
120.5,497.5
188.5,391.5
245.5,487.5
387.5,484.5
597.5,497.5
676.5,401.5
705.5,498.5
755.5,451.5
760.5,279.5
875.5,278.5
888.5,309.5
984.5,345.5
69.5,267.5
462.5,447.5
252.5,361.5
87.5,395.5
258.5,326.5
400.5,492.5
727.5,401.5
855.5,245.5
85.5,369.5
738.5,188.5
54.5,492.5
74.5,299.5
184.5,231.5
426.5,72.5
584.5,199.5
741.5,413.5
777.5,446.5
184.5,249.5
21.5,374.5
41.5,471.5
65.5,337.5
142.5,459.5
162.5,256.5
212.5,407.5
303.5,443.5
416.5,438.5
539.5,477.5
738.5,446.5
775.5,464.5
933.5,260.5
987.5,236.5
201.5,399.5
920.5,258.5
968.5,233.5
21.5,500.5
54.5,434.5
62.5,465.5
92.5,253.5
