x,y
196.5,275.5
647.5,382.5
750.5,341.5
115.5,197.5
139.5,373.5
407.5,382.5
787.5,340.5
798.5,323.5
142.5,155.5
945.5,103.5
629.5,304.5
650.5,445.5
759.5,293.5
792.5,149.5
774.5,305.5
775.5,17.5
167.5,277.5
174.5,252.5
673.5,443.5
691.5,149.5
384.5,201.5
664.5,132.5
738.5,276.5
814.5,204.5
139.5,450.5
168.5,60.5
273.5,68.5
278.5,204.5
362.5,50.5
388.5,253.5
693.5,82.5
725.5,295.5
754.5,123.5
845.5,251.5
872.5,83.5
124.5,227.5
206.5,369.5
375.5,290.5
785.5,123.5
812.5,162.5
147.5,396.5
512.5,384.5
714.5,404.5
754.5,392.5
44.5,515.5
107.5,445.5
325.5,194.5
839.5,300.5
629.5,283.5
629.5,515.5
726.5,378.5
823.5,236.5
906.5,164.5
926.5,90.5
931.5,123.5
1012.5,18.5
152.5,92.5
677.5,377.5
210.5,439.5
652.5,283.5
405.5,346.5
505.5,51.5
515.5,502.5
675.5,70.5
810.5,305.5
874.5,204.5
931.5,184.5
205.5,412.5
508.5,12.5
652.5,152.5
727.5,475.5
140.5,277.5
331.5,243.5
511.5,118.5
683.5,406.5
684.5,267.5
695.5,459.5
702.5,420.5
751.5,228.5
506.5,264.5
753.5,432.5
827.5,22.5
193.5,193.5
764.5,239.5
42.5,398.5
150.5,259.5
154.5,205.5
624.5,413.5
709.5,488.5
724.5,171.5
772.5,275.5
778.5,180.5
794.5,30.5
109.5,11.5
722.5,347.5
738.5,246.5
651.5,514.5
736.5,153.5
762.5,323.5
974.5,75.5
112.5,370.5
127.5,258.5
194.5,255.5
628.5,493.5
675.5,150.5
773.5,136.5
803.5,222.5
809.5,10.5
831.5,55.5
849.5,281.5
965.5,116.5
988.5,53.5
651.5,237.5
651.5,260.5
263.5,522.5
376.5,128.5
386.5,512.5
722.5,205.5
857.5,233.5
941.5,164.5
1000.5,35.5
1023.5,103.5
800.5,325.5
845.5,35.5
920.5,147.5
935.5,19.5
750.5,258.5
629.5,143.5
833.5,270.5
1050.5,67.5
628.5,261.5
709.5,222.5
712.5,284.5
748.5,65.5
791.5,95.5
797.5,193.5
852.5,158.5
631.5,306.5
1007.5,66.5
627.5,472.5
737.5,77.5
868.5,167.5
746.5,185.5
1056.5,95.5
744.5,185.5
833.5,177.5
688.5,350.5
766.5,375.5
786.5,389.5
1042.5,106.5
511.5,288.5
813.5,43.5
904.5,166.5
145.5,13.5
508.5,152.5
177.5,446.5
621.5,26.5
659.5,59.5
666.5,133.5
203.5,11.5
509.5,228.5
707.5,160.5
992.5,88.5
822.5,287.5
894.5,98.5
696.5,391.5
785.5,256.5
851.5,69.5
865.5,48.5
757.5,295.5
957.5,30.5
407.5,414.5
735.5,331.5
626.5,173.5
627.5,238.5
264.5,388.5
720.5,142.5
890.5,182.5
1032.5,30.5
829.5,319.5
673.5,340.5
749.5,229.5
721.5,144.5
797.5,372.5
854.5,190.5
733.5,417.5
650.5,215.5
709.5,366.5
722.5,434.5
766.5,198.5
744.5,449.5
752.5,257.5
839.5,127.5
508.5,100.5
1044.5,12.5
752.5,394.5
677.5,493.5
828.5,24.5
742.5,447.5
629.5,325.5
664.5,392.5
756.5,166.5
773.5,408.5
919.5,202.5
955.5,32.5
103.5,256.5
913.5,111.5
794.5,147.5
205.5,414.5
324.5,64.5
513.5,361.5
671.5,475.5
909.5,78.5
370.5,374.5
627.5,217.5
653.5,325.5
686.5,321.5
776.5,357.5
865.5,262.5
911.5,110.5
922.5,38.5
942.5,51.5
814.5,160.5
632.5,354.5
1038.5,86.5
652.5,99.5
713.5,313.5
715.5,96.5
144.5,122.5
170.5,366.5
170.5,419.5
171.5,10.5
634.5,43.5
645.5,21.5
649.5,175.5
676.5,112.5
699.5,303.5
734.5,110.5
738.5,359.5
887.5,63.5
967.5,15.5
511.5,286.5
510.5,195.5
150.5,94.5
726.5,173.5
736.5,361.5
944.5,49.5
619.5,26.5
659.5,57.5
677.5,491.5
696.5,241.5
699.5,332.5
739.5,77.5
799.5,268.5
834.5,218.5
513.5,430.5
649.5,421.5
818.5,336.5
1019.5,48.5
653.5,305.5
675.5,379.5
704.5,130.5
625.5,448.5
643.5,6.5
807.5,354.5
