x,y
256.5,214.5
247.5,452.5
659.5,500.5
123.5,37.5
123.5,213.5
308.5,57.5
480.5,256.5
804.5,295.5
1018.5,112.5
747.5,144.5
191.5,453.5
563.5,452.5
814.5,273.5
867.5,308.5
883.5,458.5
883.5,480.5
137.5,50.5
458.5,218.5
98.5,281.5
677.5,307.5
841.5,228.5
262.5,423.5
343.5,181.5
490.5,475.5
592.5,259.5
859.5,75.5
896.5,251.5
182.5,267.5
292.5,439.5
391.5,120.5
630.5,353.5
134.5,358.5
184.5,379.5
216.5,44.5
326.5,172.5
618.5,392.5
858.5,483.5
963.5,427.5
42.5,506.5
636.5,125.5
36.5,419.5
450.5,286.5
482.5,310.5
94.5,305.5
452.5,65.5
467.5,300.5
505.5,491.5
835.5,517.5
275.5,394.5
395.5,83.5
827.5,219.5
51.5,374.5
171.5,354.5
174.5,65.5
409.5,325.5
902.5,75.5
1048.5,482.5
23.5,178.5
62.5,450.5
832.5,395.5
843.5,517.5
935.5,333.5
1012.5,403.5
155.5,229.5
187.5,510.5
462.5,255.5
499.5,265.5
504.5,138.5
510.5,169.5
822.5,322.5
205.5,431.5
102.5,35.5
470.5,238.5
474.5,171.5
741.5,474.5
898.5,363.5
1017.5,465.5
109.5,355.5
176.5,310.5
184.5,480.5
185.5,340.5
843.5,478.5
437.5,309.5
729.5,325.5
935.5,422.5
794.5,322.5
894.5,403.5
174.5,459.5
360.5,291.5
793.5,423.5
76.5,406.5
193.5,413.5
522.5,451.5
909.5,163.5
914.5,432.5
915.5,471.5
931.5,77.5
64.5,426.5
71.5,387.5
310.5,387.5
325.5,427.5
340.5,229.5
411.5,248.5
693.5,440.5
728.5,350.5
820.5,378.5
899.5,277.5
936.5,342.5
937.5,283.5
985.5,293.5
214.5,418.5
75.5,114.5
458.5,322.5
609.5,512.5
897.5,114.5
37.5,462.5
82.5,81.5
118.5,482.5
196.5,147.5
212.5,442.5
963.5,172.5
987.5,241.5
227.5,473.5
471.5,276.5
31.5,301.5
96.5,119.5
119.5,123.5
119.5,338.5
132.5,74.5
169.5,331.5
212.5,323.5
307.5,169.5
499.5,195.5
531.5,211.5
534.5,452.5
726.5,136.5
761.5,475.5
821.5,181.5
932.5,171.5
982.5,453.5
733.5,443.5
771.5,262.5
484.5,82.5
90.5,471.5
215.5,72.5
755.5,279.5
1053.5,74.5
207.5,465.5
351.5,355.5
497.5,331.5
923.5,410.5
210.5,348.5
288.5,417.5
414.5,393.5
497.5,112.5
571.5,218.5
668.5,421.5
710.5,426.5
714.5,494.5
764.5,403.5
859.5,345.5
926.5,448.5
948.5,455.5
545.5,275.5
123.5,408.5
712.5,492.5
48.5,483.5
604.5,411.5
654.5,365.5
721.5,479.5
1033.5,370.5
22.5,457.5
35.5,439.5
66.5,188.5
181.5,441.5
532.5,239.5
550.5,483.5
155.5,57.5
649.5,326.5
102.5,248.5
860.5,218.5
1024.5,409.5
760.5,297.5
188.5,319.5
789.5,240.5
828.5,250.5
192.5,229.5
212.5,439.5
411.5,362.5
536.5,438.5
629.5,395.5
740.5,419.5
569.5,480.5
104.5,476.5
154.5,414.5
188.5,303.5
192.5,319.5
255.5,355.5
309.5,418.5
405.5,136.5
432.5,513.5
531.5,476.5
546.5,505.5
577.5,413.5
735.5,375.5
746.5,274.5
939.5,361.5
968.5,373.5
698.5,485.5
58.5,263.5
610.5,455.5
800.5,219.5
925.5,411.5
36.5,358.5
206.5,309.5
256.5,387.5
239.5,421.5
718.5,403.5
811.5,460.5
952.5,376.5
863.5,281.5
161.5,304.5
178.5,227.5
751.5,309.5
29.5,63.5
111.5,75.5
268.5,161.5
273.5,134.5
279.5,55.5
433.5,281.5
595.5,96.5
703.5,471.5
51.5,309.5
68.5,17.5
137.5,412.5
159.5,87.5
420.5,150.5
423.5,233.5
662.5,434.5
675.5,494.5
773.5,290.5
909.5,448.5
113.5,377.5
861.5,262.5
664.5,349.5
140.5,324.5
87.5,431.5
630.5,393.5
160.5,368.5
309.5,244.5
540.5,303.5
631.5,423.5
670.5,372.5
993.5,180.5
191.5,71.5
254.5,387.5
483.5,493.5
7.5,511.5
881.5,409.5
908.5,494.5
175.5,192.5
54.5,473.5
309.5,364.5
904.5,422.5
191.5,283.5
781.5,443.5
205.5,239.5
269.5,446.5
489.5,285.5
439.5,311.5
592.5,477.5
29.5,382.5
792.5,450.5
958.5,271.5
138.5,289.5
206.5,377.5
252.5,46.5
197.5,104.5
423.5,366.5
760.5,511.5
798.5,410.5
865.5,428.5
527.5,262.5
799.5,506.5
826.5,415.5
863.5,260.5
381.5,351.5
760.5,295.5
961.5,350.5
802.5,218.5
910.5,331.5
252.5,129.5
370.5,418.5
976.5,69.5
46.5,485.5
185.5,478.5
479.5,219.5
752.5,332.5
753.5,309.5
800.5,409.5
808.5,474.5
863.5,158.5
214.5,324.5
38.5,420.5
232.5,321.5
366.5,377.5
383.5,197.5
721.5,61.5
733.5,501.5
980.5,434.5
220.5,430.5
419.5,305.5
761.5,453.5
766.5,284.5
869.5,415.5
62.5,522.5
290.5,138.5
35.5,256.5
85.5,343.5
215.5,110.5
241.5,285.5
632.5,329.5
720.5,366.5
223.5,157.5
718.5,480.5
738.5,297.5
244.5,406.5
425.5,332.5
861.5,77.5
813.5,250.5
96.5,398.5
175.5,312.5
229.5,474.5
556.5,218.5
676.5,513.5
748.5,504.5
884.5,460.5
75.5,116.5
95.5,502.5
538.5,522.5
21.5,355.5
52.5,223.5
131.5,486.5
227.5,446.5
232.5,432.5
404.5,269.5
655.5,462.5
714.5,336.5
762.5,318.5
778.5,363.5
800.5,453.5
877.5,435.5
105.5,91.5
128.5,446.5
43.5,335.5
136.5,289.5
461.5,126.5
462.5,509.5
519.5,282.5
591.5,400.5
605.5,378.5
766.5,434.5
783.5,481.5
868.5,386.5
901.5,464.5
521.5,497.5
253.5,353.5
779.5,500.5
176.5,417.5
656.5,365.5
884.5,392.5
792.5,320.5
464.5,510.5
701.5,510.5
16.5,484.5
489.5,227.5
619.5,414.5
640.5,403.5
763.5,378.5
768.5,351.5
775.5,289.5
795.5,469.5
862.5,239.5
662.5,518.5
61.5,343.5
202.5,489.5
220.5,381.5
445.5,267.5
447.5,515.5
572.5,254.5
582.5,281.5
686.5,459.5
760.5,495.5
791.5,448.5
797.5,274.5
77.5,201.5
486.5,286.5
230.5,321.5
489.5,283.5
179.5,496.5
513.5,477.5
669.5,398.5
964.5,335.5
586.5,224.5
673.5,335.5
726.5,348.5
881.5,482.5
897.5,275.5
8.5,210.5
118.5,442.5
140.5,452.5
204.5,377.5
244.5,434.5
396.5,293.5
398.5,228.5
479.5,217.5
513.5,235.5
566.5,287.5
600.5,392.5
639.5,519.5
668.5,372.5
671.5,396.5
707.5,347.5
714.5,384.5
752.5,307.5
773.5,518.5
793.5,361.5
891.5,416.5
913.5,507.5
991.5,180.5
385.5,392.5
628.5,238.5
9.5,35.5
28.5,380.5
78.5,466.5
121.5,319.5
135.5,96.5
153.5,458.5
250.5,243.5
399.5,351.5
487.5,142.5
521.5,319.5
564.5,523.5
580.5,495.5
637.5,378.5
744.5,346.5
779.5,320.5
801.5,379.5
841.5,265.5
893.5,512.5
896.5,405.5
485.5,523.5
752.5,334.5
787.5,298.5
673.5,492.5
961.5,429.5
4.5,325.5
89.5,432.5
121.5,408.5
398.5,292.5
432.5,214.5
454.5,358.5
689.5,409.5
700.5,383.5
721.5,59.5
784.5,353.5
807.5,208.5
807.5,476.5
832.5,295.5
836.5,405.5
864.5,430.5
1032.5,414.5
158.5,385.5
203.5,414.5
796.5,229.5
829.5,458.5
30.5,102.5
109.5,403.5
172.5,510.5
201.5,431.5
555.5,216.5
598.5,441.5
605.5,434.5
613.5,232.5
784.5,396.5
802.5,106.5
847.5,158.5
894.5,326.5
899.5,392.5
924.5,496.5
932.5,384.5
960.5,270.5
1025.5,176.5
552.5,245.5
537.5,303.5
844.5,182.5
1023.5,79.5
5.5,365.5
444.5,246.5
446.5,160.5
629.5,423.5
750.5,334.5
763.5,376.5
771.5,308.5
800.5,490.5
801.5,488.5
821.5,468.5
36.5,356.5
101.5,437.5
227.5,418.5
930.5,371.5
196.5,345.5
304.5,142.5
500.5,300.5
515.5,475.5
593.5,462.5
599.5,227.5
689.5,366.5
707.5,363.5
742.5,402.5
785.5,300.5
867.5,400.5
878.5,498.5
143.5,382.5
