index,x,y
0,102.78213543304074,1052.6306267704551
1,77.96061732285605,1049.4151559063769
2,543.8734110235933,1048.6636346447185
3,124.09096062992971,1044.754544881385
4,464.465234645591,1042.5214488187173
5,95.47525039368023,1040.1739086616697
6,687.140787401596,1039.6701732282563
7,518.8750110235153,1039.2807307083776
8,110.74847244089983,1037.1498330690729
9,574.1047937007049,1035.5134488175233
10,500.61097322832643,1032.693014173057
11,771.2614299212032,1031.0874708646863
12,87.04932283463441,1026.6208251968144
13,469.71756850394206,1024.501719683174
14,611.3685165354468,1003.8021543288794
15,631.2468661416,995.6791936994538
16,554.0149417322451,988.8507968497089
17,583.3888251968608,975.9441637786355
18,601.0139716533929,971.5018582663198
19,560.7942047242926,969.3473763785024
20,343.9917354330303,954.2279055118561
21,795.4045984251644,950.5892787402071
22,296.18071181098304,950.2793574802519
23,363.61761259839056,949.958097637169
24,264.17310236206674,948.3631370076982
25,531.8585952755622,947.6144881877374
26,384.69135118111615,943.6246677148999
27,800.8153700787486,934.3823622042738
28,327.53884724410267,924.1818708669482
29,338.8984440943505,923.7626456698094
30,313.5278362203536,920.1045165352934
31,303.1051086613278,918.0154960634202
32,365.29526929134926,915.4165417322024
33,273.71822362199543,914.9980724392914
34,353.9959937007291,911.5686803155058
35,327.65374488189934,911.4135685032746
36,341.62635590540845,907.7506015732532
37,811.7660220471306,907.7122015737173
38,475.3427149606502,906.21339212534
39,434.9567999999941,901.4761322821219
40,416.9004850392853,900.4081889757022
41,334.9625952755959,899.5538645672985
42,326.9173417322514,896.0390551165333
43,386.9211212597259,892.6781480312347
44,443.3608062991242,891.4747464562964
45,371.22353385817115,886.00123464498
46,424.1066834644422,884.9275464551655
47,393.18742677164596,878.1931842518603
48,449.61879685028333,876.9766299208318
49,205.26326929132534,874.8951685024997
50,377.24553070850965,871.0412598407174
51,430.7675716534374,869.9556283472091
52,13.647571653479666,863.5916598406363
53,399.79978582667786,862.8918425182658
54,208.55856377948223,861.7129322825455
55,456.6270992124644,860.8445480301624
56,260.3021102362261,858.2598047237697
57,383.8587968503748,856.1329889757427
58,437.9278110235812,853.9692850394512
59,244.26103936998157,853.1668157483649
60,214.78798110225773,849.5457259829589
61,406.4328566929252,846.8150929128091
62,463.5784062990757,844.0827968505424
63,356.468862992044,840.6904440930509
64,390.0124724408773,840.5128062982259
65,445.2856440944817,836.973354330213
66,262.24735748022795,836.7053102348733
67,30.56443464568281,835.336516536127
68,245.29874645660476,835.1024881873544
69,412.98942992126376,831.2818393707275
70,469.75339842505576,830.1844157487388
71,265.9939275589867,826.3920377952846
72,396.3492283463243,824.8035779534363
73,451.74636850394603,822.78304252005
74,495.93962834640513,822.7664125988803
75,221.75077795266637,822.1991811005149
76,251.85849448815574,820.0450015743886
77,418.28046614172183,818.5424125992407
78,477.32318740150356,815.7239433057665
79,268.19013543303794,814.7012031481961
80,376.80937322833404,814.1539275580503
81,401.58266456695054,811.5974551176462
82,462.49579842511827,809.0691023623849
83,353.97709606300424,808.4575748030595
84,494.3732409447901,808.3289196838545
85,70.63165984238226,806.0837291338312
86,423.7137637794839,806.0348976362409
87,481.8094866141442,802.8614551176237
88,381.3387590549945,802.3338330711905
89,406.8848881889868,798.9810897628154
90,230.29114960626822,796.4592377951765
91,465.13799055120137,796.2274771647191
92,359.68131023621936,794.4849637793743
93,499.113524409319,791.6832755907313
94,386.12636220461036,789.6722645675103
95,436.8855685038477,788.9963338581596
96,487.02372283465047,787.2583559038133
97,341.6240881888533,785.9988661422504
98,470.6193637795101,780.8705007870366
99,272.8811338581438,780.3865700781814
100,413.9145070864694,780.3508913394973
101,502.75199999994646,779.9906267706804
102,365.8068661415788,779.9513196832552
103,347.78653228335725,772.6214551184121
104,491.7156283464136,772.471634644223
105,255.0750236220247,772.2478866126594
106,391.98236220459063,771.2698960614017
107,476.3879811022225,764.8596661400608
108,446.9696503936892,764.5848188982235
109,374.41783937008125,762.400251968639
110,353.9609196848991,759.2540220472756
111,256.12165039367096,756.7991433068523
112,425.0384125982917,755.595741731914
113,87.79676220466303,752.8093228340149
114,402.2514897637128,746.8635212586621
115,50.1029291337752,745.2969826760254
116,361.15003464564563,743.4185574796256
117,31.594582677180842,740.5559433060369
118,383.8885795274588,740.0373921244163
119,302.80834015746285,734.5858015751276
120,2.0444220471100545,733.8365480317844
121,56.64816377951404,728.407332284244
122,368.52510236215403,727.2405165358791
123,105.00071811024833,726.8255244080476
124,308.0615811022952,717.6213165352664
125,76.8105826770344,710.6232944867742
126,39.09739842518108,707.4202204717426
127,320.36061732271526,705.4462488176316
128,11.698393700805704,699.1655811005689
129,5.6463118109881405,669.4122330710644
130,178.74187086604712,657.1590047239318
131,565.9760881889406,653.4915023629121
132,12.3501354329816,651.1215874013
133,27.5270551180863,634.6579653531547
134,12.110059842467308,628.3860661420297
135,63.56696692906965,628.1094047244139
136,44.49093543298132,621.0555968509884
137,337.64318740156693,618.7564346461784
138,29.05655433055688,615.3017952761312
139,323.8512377952497,611.7788220456266
140,354.7701921260028,594.2873196855305
141,340.90779212598255,586.7684787399187
142,364.0936818897255,579.5406614175931
143,124.83144566927135,577.2268346454215
144,429.7591937006576,569.0317606287679
145,86.49433700781404,567.5504881894494
146,223.28708031497837,559.4951055106216
147,360.5512062991698,555.7645606300024
148,185.9773984250473,554.3213858257128
149,112.94301732283408,548.2215307068637
150,150.03620787393155,544.8642519674902
151,193.01941417316047,538.8758173232942
152,235.47620787395266,538.7297763786917
153,137.52325039362813,537.4149543291002
154,174.53752440941616,526.1741858251452
155,200.96942362206892,519.4883527549233
156,445.6353259842227,496.89932598279216
157,147.34699842515658,494.10126614007424
