x,y
558.5,186.5
703.5,351.5
21.5,387.5
23.5,53.5
640.5,180.5
462.5,75.5
635.5,382.5
715.5,334.5
259.5,437.5
811.5,263.5
198.5,238.5
406.5,377.5
567.5,217.5
187.5,131.5
197.5,115.5
240.5,107.5
256.5,331.5
654.5,483.5
73.5,84.5
201.5,20.5
382.5,362.5
389.5,250.5
138.5,132.5
731.5,269.5
771.5,85.5
850.5,171.5
488.5,282.5
452.5,260.5
588.5,254.5
740.5,407.5
792.5,108.5
70.5,166.5
71.5,19.5
110.5,369.5
397.5,494.5
554.5,92.5
612.5,220.5
745.5,249.5
29.5,218.5
72.5,42.5
699.5,456.5
73.5,62.5
219.5,21.5
540.5,468.5
593.5,354.5
634.5,234.5
695.5,321.5
804.5,121.5
84.5,221.5
502.5,22.5
524.5,235.5
764.5,262.5
974.5,262.5
246.5,58.5
579.5,374.5
637.5,501.5
674.5,409.5
691.5,152.5
693.5,215.5
844.5,365.5
857.5,235.5
952.5,299.5
38.5,179.5
235.5,131.5
587.5,145.5
771.5,320.5
937.5,289.5
118.5,225.5
162.5,391.5
412.5,451.5
572.5,167.5
580.5,200.5
616.5,486.5
620.5,402.5
667.5,28.5
203.5,59.5
256.5,471.5
269.5,19.5
514.5,517.5
533.5,442.5
557.5,329.5
739.5,299.5
755.5,164.5
780.5,349.5
803.5,315.5
855.5,348.5
246.5,38.5
400.5,418.5
504.5,323.5
641.5,417.5
825.5,242.5
364.5,231.5
439.5,278.5
450.5,354.5
600.5,284.5
881.5,309.5
473.5,301.5
98.5,127.5
451.5,450.5
523.5,336.5
560.5,481.5
679.5,442.5
374.5,492.5
785.5,404.5
31.5,87.5
679.5,503.5
727.5,316.5
791.5,332.5
159.5,40.5
180.5,77.5
268.5,57.5
366.5,258.5
368.5,321.5
390.5,276.5
521.5,455.5
534.5,264.5
546.5,204.5
601.5,509.5
659.5,429.5
690.5,370.5
698.5,248.5
789.5,186.5
845.5,315.5
867.5,330.5
202.5,39.5
97.5,83.5
434.5,130.5
821.5,351.5
257.5,513.5
388.5,437.5
402.5,228.5
538.5,316.5
545.5,249.5
568.5,37.5
602.5,124.5
666.5,254.5
719.5,287.5
816.5,134.5
832.5,334.5
874.5,193.5
485.5,396.5
820.5,399.5
97.5,106.5
132.5,520.5
133.5,41.5
177.5,20.5
178.5,40.5
207.5,130.5
220.5,76.5
526.5,499.5
545.5,512.5
550.5,70.5
631.5,84.5
643.5,288.5
679.5,235.5
705.5,132.5
727.5,207.5
736.5,372.5
741.5,186.5
793.5,221.5
482.5,429.5
246.5,19.5
461.5,216.5
512.5,517.5
440.5,401.5
487.5,311.5
494.5,155.5
647.5,215.5
689.5,483.5
798.5,386.5
246.5,80.5
431.5,508.5
542.5,349.5
575.5,341.5
760.5,229.5
881.5,365.5
905.5,275.5
931.5,231.5
613.5,368.5
601.5,478.5
481.5,416.5
130.5,219.5
897.5,348.5
254.5,370.5
375.5,208.5
423.5,200.5
692.5,422.5
439.5,468.5
130.5,110.5
503.5,292.5
859.5,294.5
96.5,19.5
414.5,452.5
420.5,267.5
473.5,491.5
905.5,212.5
462.5,415.5
560.5,361.5
580.5,495.5
617.5,102.5
639.5,117.5
367.5,298.5
493.5,216.5
586.5,445.5
670.5,357.5
205.5,61.5
925.5,309.5
96.5,62.5
134.5,61.5
456.5,479.5
833.5,382.5
253.5,303.5
807.5,200.5
21.5,55.5
692.5,154.5
923.5,336.5
929.5,232.5
940.5,317.5
159.5,21.5
590.5,301.5
728.5,318.5
756.5,386.5
811.5,368.5
959.5,253.5
496.5,384.5
676.5,173.5
408.5,255.5
625.5,201.5
654.5,271.5
830.5,275.5
805.5,415.5
594.5,181.5
464.5,189.5
859.5,237.5
506.5,324.5
740.5,301.5
808.5,198.5
394.5,341.5
669.5,139.5
783.5,303.5
836.5,156.5
133.5,22.5
179.5,59.5
502.5,442.5
653.5,98.5
686.5,266.5
367.5,345.5
669.5,466.5
751.5,282.5
760.5,337.5
796.5,284.5
534.5,130.5
722.5,172.5
665.5,30.5
743.5,251.5
940.5,315.5
269.5,36.5
416.5,238.5
612.5,269.5
653.5,317.5
845.5,254.5
74.5,127.5
588.5,301.5
609.5,159.5
52.5,195.5
74.5,106.5
377.5,461.5
400.5,471.5
534.5,220.5
622.5,251.5
663.5,301.5
707.5,304.5
712.5,227.5
910.5,330.5
722.5,394.5
547.5,247.5
685.5,116.5
737.5,151.5
96.5,42.5
367.5,278.5
254.5,301.5
440.5,201.5
733.5,40.5
465.5,414.5
656.5,47.5
424.5,431.5
779.5,241.5
843.5,255.5
923.5,334.5
145.5,111.5
391.5,325.5
423.5,389.5
566.5,286.5
598.5,387.5
657.5,397.5
771.5,422.5
889.5,203.5
398.5,514.5
200.5,41.5
883.5,260.5
75.5,108.5
393.5,327.5
790.5,424.5
794.5,110.5
918.5,225.5
742.5,405.5
416.5,236.5
450.5,208.5
539.5,414.5
938.5,316.5
622.5,523.5
267.5,79.5
600.5,237.5
655.5,159.5
662.5,194.5
839.5,222.5
872.5,274.5
656.5,45.5
759.5,73.5
781.5,301.5
943.5,243.5
157.5,21.5
162.5,77.5
255.5,418.5
302.5,78.5
484.5,472.5
520.5,304.5
624.5,139.5
748.5,354.5
918.5,222.5
651.5,317.5
986.5,269.5
71.5,382.5
134.5,78.5
160.5,60.5
219.5,39.5
220.5,58.5
266.5,128.5
267.5,114.5
422.5,80.5
423.5,469.5
427.5,312.5
667.5,521.5
683.5,338.5
781.5,97.5
372.5,494.5
806.5,119.5
414.5,449.5
422.5,267.5
492.5,504.5
620.5,322.5
640.5,337.5
774.5,208.5
895.5,289.5
669.5,137.5
88.5,187.5
221.5,130.5
504.5,485.5
757.5,71.5
