x,y
173.5,372.5
222.5,247.5
317.5,175.5
352.5,423.5
657.5,343.5
99.5,153.5
315.5,464.5
395.5,53.5
166.5,130.5
341.5,436.5
357.5,375.5
100.5,189.5
147.5,247.5
203.5,466.5
261.5,439.5
599.5,77.5
68.5,101.5
103.5,466.5
146.5,213.5
195.5,247.5
51.5,190.5
71.5,466.5
192.5,188.5
258.5,247.5
328.5,285.5
554.5,72.5
104.5,514.5
123.5,152.5
310.5,316.5
356.5,316.5
578.5,81.5
70.5,132.5
119.5,102.5
124.5,189.5
169.5,213.5
301.5,221.5
370.5,405.5
340.5,235.5
99.5,247.5
168.5,188.5
216.5,98.5
377.5,432.5
230.5,466.5
102.5,439.5
73.5,153.5
128.5,439.5
149.5,339.5
262.5,394.5
299.5,176.5
345.5,343.5
361.5,456.5
51.5,214.5
262.5,466.5
170.5,247.5
145.5,152.5
220.5,188.5
227.5,370.5
228.5,395.5
313.5,436.5
317.5,152.5
123.5,131.5
443.5,516.5
339.5,224.5
342.5,246.5
99.5,132.5
172.5,312.5
196.5,273.5
225.5,337.5
321.5,221.5
323.5,350.5
335.5,382.5
196.5,99.5
298.5,153.5
125.5,247.5
194.5,213.5
221.5,212.5
173.5,339.5
305.5,287.5
56.5,166.5
198.5,338.5
253.5,128.5
147.5,272.5
174.5,397.5
224.5,311.5
152.5,466.5
254.5,212.5
261.5,370.5
149.5,314.5
260.5,337.5
311.5,437.5
326.5,264.5
93.5,272.5
200.5,396.5
333.5,311.5
69.5,375.5
349.5,288.5
306.5,73.5
96.5,341.5
128.5,338.5
315.5,438.5
151.5,439.5
101.5,215.5
200.5,398.5
258.5,98.5
260.5,96.5
318.5,99.5
259.5,78.5
397.5,434.5
76.5,190.5
173.5,314.5
364.5,341.5
126.5,273.5
310.5,318.5
217.5,129.5
368.5,352.5
127.5,399.5
338.5,149.5
338.5,199.5
297.5,100.5
77.5,214.5
198.5,312.5
151.5,399.5
556.5,73.5
145.5,102.5
336.5,185.5
100.5,374.5
128.5,466.5
176.5,466.5
199.5,371.5
259.5,310.5
346.5,405.5
231.5,441.5
387.5,509.5
238.5,98.5
325.5,242.5
181.5,95.5
299.5,128.5
378.5,375.5
376.5,524.5
372.5,363.5
386.5,400.5
86.5,101.5
97.5,314.5
229.5,439.5
319.5,199.5
336.5,129.5
338.5,211.5
431.5,65.5
252.5,149.5
221.5,85.5
153.5,439.5
102.5,102.5
127.5,373.5
316.5,99.5
317.5,127.5
352.5,302.5
258.5,96.5
69.5,401.5
71.5,439.5
124.5,213.5
126.5,340.5
170.5,272.5
175.5,439.5
202.5,439.5
218.5,150.5
223.5,273.5
336.5,103.5
336.5,147.5
344.5,259.5
376.5,374.5
252.5,188.5
50.5,101.5
101.5,400.5
150.5,373.5
326.5,262.5
144.5,131.5
191.5,151.5
258.5,273.5
336.5,173.5
