x,y
277.5,287.5
868.5,254.5
771.5,457.5
948.5,303.5
555.5,455.5
629.5,407.5
828.5,475.5
37.5,339.5
51.5,382.5
124.5,373.5
297.5,297.5
698.5,285.5
613.5,364.5
442.5,473.5
531.5,435.5
273.5,515.5
741.5,62.5
779.5,438.5
261.5,483.5
695.5,232.5
795.5,407.5
659.5,422.5
842.5,353.5
372.5,467.5
521.5,455.5
771.5,260.5
83.5,429.5
370.5,406.5
799.5,335.5
803.5,391.5
962.5,179.5
110.5,470.5
469.5,418.5
572.5,469.5
782.5,82.5
900.5,457.5
992.5,416.5
60.5,301.5
103.5,277.5
243.5,285.5
405.5,513.5
443.5,420.5
784.5,515.5
792.5,357.5
548.5,392.5
849.5,450.5
990.5,320.5
275.5,495.5
460.5,478.5
714.5,216.5
814.5,461.5
866.5,471.5
892.5,482.5
234.5,508.5
239.5,301.5
739.5,205.5
795.5,229.5
927.5,153.5
279.5,329.5
315.5,498.5
571.5,493.5
739.5,233.5
748.5,251.5
919.5,260.5
20.5,305.5
182.5,518.5
260.5,289.5
600.5,513.5
775.5,348.5
803.5,518.5
826.5,517.5
851.5,497.5
929.5,176.5
422.5,504.5
69.5,424.5
255.5,460.5
263.5,306.5
280.5,386.5
357.5,521.5
156.5,505.5
308.5,325.5
313.5,348.5
752.5,514.5
687.5,270.5
803.5,176.5
93.5,448.5
343.5,509.5
348.5,394.5
550.5,490.5
622.5,426.5
632.5,484.5
718.5,487.5
732.5,299.5
777.5,167.5
783.5,206.5
869.5,410.5
904.5,282.5
984.5,199.5
227.5,334.5
734.5,465.5
699.5,355.5
122.5,489.5
345.5,477.5
166.5,492.5
196.5,467.5
202.5,514.5
216.5,427.5
270.5,326.5
683.5,251.5
709.5,252.5
742.5,179.5
755.5,189.5
774.5,124.5
966.5,156.5
375.5,391.5
134.5,402.5
189.5,410.5
319.5,301.5
708.5,107.5
785.5,255.5
819.5,438.5
858.5,429.5
239.5,136.5
600.5,412.5
681.5,387.5
911.5,162.5
745.5,221.5
736.5,435.5
709.5,270.5
11.5,357.5
815.5,131.5
955.5,193.5
235.5,352.5
114.5,455.5
135.5,460.5
137.5,228.5
246.5,432.5
279.5,454.5
330.5,507.5
332.5,439.5
336.5,423.5
363.5,443.5
716.5,446.5
879.5,228.5
71.5,380.5
697.5,208.5
790.5,358.5
854.5,382.5
725.5,225.5
912.5,142.5
701.5,55.5
184.5,354.5
834.5,424.5
226.5,317.5
699.5,252.5
751.5,406.5
994.5,479.5
197.5,338.5
721.5,238.5
766.5,210.5
837.5,138.5
972.5,320.5
809.5,500.5
959.5,457.5
151.5,440.5
136.5,385.5
336.5,361.5
148.5,464.5
233.5,480.5
510.5,519.5
942.5,171.5
