x,y
419.5,463.5
63.5,27.5
20.5,78.5
515.5,388.5
583.5,321.5
913.5,43.5
336.5,395.5
334.5,508.5
340.5,117.5
135.5,171.5
462.5,211.5
560.5,203.5
633.5,227.5
835.5,299.5
974.5,435.5
976.5,145.5
293.5,348.5
427.5,262.5
491.5,295.5
663.5,395.5
458.5,42.5
755.5,99.5
376.5,277.5
702.5,177.5
747.5,280.5
809.5,305.5
850.5,307.5
227.5,23.5
157.5,91.5
507.5,58.5
980.5,198.5
756.5,184.5
18.5,178.5
267.5,124.5
601.5,261.5
623.5,290.5
808.5,276.5
857.5,67.5
98.5,118.5
277.5,44.5
284.5,118.5
338.5,71.5
402.5,83.5
556.5,269.5
598.5,156.5
710.5,339.5
779.5,195.5
811.5,359.5
892.5,171.5
951.5,148.5
43.5,120.5
144.5,39.5
452.5,391.5
458.5,242.5
501.5,318.5
528.5,329.5
613.5,443.5
652.5,263.5
714.5,296.5
828.5,40.5
835.5,67.5
970.5,250.5
296.5,426.5
129.5,191.5
150.5,219.5
246.5,123.5
264.5,19.5
378.5,445.5
619.5,215.5
628.5,103.5
728.5,275.5
271.5,160.5
294.5,96.5
524.5,215.5
643.5,211.5
1007.5,97.5
121.5,45.5
202.5,20.5
418.5,92.5
444.5,21.5
569.5,309.5
722.5,389.5
768.5,159.5
867.5,184.5
701.5,199.5
300.5,60.5
355.5,88.5
397.5,439.5
548.5,194.5
722.5,87.5
437.5,472.5
467.5,481.5
488.5,419.5
547.5,358.5
574.5,250.5
747.5,30.5
787.5,280.5
839.5,361.5
917.5,282.5
697.5,229.5
952.5,10.5
211.5,147.5
355.5,380.5
503.5,27.5
673.5,160.5
761.5,37.5
177.5,196.5
280.5,175.5
280.5,429.5
396.5,229.5
453.5,459.5
512.5,429.5
556.5,175.5
629.5,425.5
730.5,43.5
312.5,375.5
834.5,273.5
774.5,326.5
183.5,136.5
668.5,330.5
722.5,59.5
734.5,68.5
948.5,193.5
20.5,310.5
130.5,508.5
141.5,149.5
244.5,423.5
274.5,106.5
348.5,20.5
384.5,303.5
449.5,493.5
462.5,427.5
551.5,303.5
630.5,186.5
653.5,444.5
657.5,188.5
719.5,320.5
723.5,253.5
731.5,185.5
748.5,127.5
761.5,86.5
772.5,364.5
779.5,124.5
582.5,279.5
803.5,209.5
490.5,258.5
148.5,138.5
244.5,476.5
306.5,258.5
656.5,346.5
824.5,367.5
962.5,81.5
994.5,129.5
1028.5,87.5
786.5,105.5
55.5,304.5
343.5,353.5
374.5,244.5
403.5,448.5
553.5,457.5
614.5,162.5
625.5,240.5
627.5,326.5
647.5,318.5
685.5,142.5
723.5,18.5
749.5,346.5
854.5,140.5
971.5,163.5
1002.5,113.5
100.5,176.5
468.5,407.5
520.5,267.5
803.5,91.5
699.5,445.5
516.5,31.5
709.5,447.5
813.5,31.5
292.5,94.5
333.5,87.5
129.5,21.5
946.5,224.5
972.5,59.5
328.5,417.5
639.5,169.5
79.5,411.5
127.5,104.5
268.5,82.5
484.5,225.5
492.5,16.5
494.5,18.5
525.5,178.5
688.5,331.5
690.5,210.5
764.5,62.5
855.5,41.5
886.5,88.5
891.5,75.5
252.5,51.5
295.5,154.5
344.5,467.5
387.5,49.5
794.5,261.5
603.5,286.5
923.5,124.5
883.5,287.5
782.5,251.5
306.5,272.5
340.5,217.5
669.5,413.5
794.5,238.5
811.5,249.5
961.5,201.5
706.5,426.5
792.5,263.5
189.5,62.5
388.5,396.5
651.5,303.5
662.5,145.5
497.5,445.5
739.5,255.5
576.5,158.5
768.5,177.5
187.5,166.5
276.5,471.5
681.5,261.5
78.5,88.5
570.5,348.5
155.5,9.5
256.5,453.5
600.5,241.5
625.5,142.5
670.5,411.5
794.5,263.5
14.5,101.5
98.5,89.5
403.5,414.5
694.5,56.5
169.5,71.5
303.5,399.5
151.5,128.5
499.5,401.5
625.5,140.5
684.5,260.5
687.5,300.5
929.5,70.5
382.5,264.5
408.5,501.5
439.5,318.5
842.5,89.5
51.5,362.5
233.5,514.5
289.5,404.5
359.5,360.5
796.5,136.5
821.5,15.5
200.5,22.5
298.5,42.5
827.5,107.5
859.5,219.5
388.5,248.5
583.5,140.5
635.5,228.5
669.5,332.5
740.5,212.5
34.5,183.5
27.5,60.5
330.5,247.5
535.5,374.5
556.5,245.5
630.5,103.5
751.5,197.5
853.5,279.5
878.5,222.5
977.5,147.5
114.5,121.5
509.5,354.5
925.5,59.5
699.5,303.5
499.5,443.5
891.5,312.5
256.5,451.5
338.5,333.5
183.5,97.5
381.5,222.5
842.5,169.5
882.5,190.5
81.5,167.5
354.5,225.5
732.5,303.5
782.5,74.5
56.5,372.5
156.5,188.5
790.5,150.5
850.5,12.5
894.5,44.5
404.5,51.5
894.5,173.5
977.5,124.5
199.5,204.5
129.5,125.5
314.5,239.5
541.5,181.5
550.5,195.5
792.5,150.5
855.5,177.5
1007.5,174.5
1017.5,162.5
338.5,482.5
836.5,194.5
75.5,194.5
276.5,145.5
300.5,321.5
301.5,129.5
314.5,375.5
363.5,110.5
377.5,349.5
404.5,29.5
606.5,196.5
644.5,213.5
