x,y
571.5,517.5
211.5,58.5
773.5,63.5
512.5,251.5
16.5,485.5
75.5,268.5
198.5,204.5
674.5,518.5
770.5,91.5
695.5,458.5
42.5,212.5
723.5,451.5
790.5,415.5
195.5,93.5
582.5,139.5
757.5,396.5
459.5,499.5
647.5,500.5
716.5,387.5
888.5,104.5
422.5,506.5
909.5,76.5
150.5,243.5
302.5,77.5
198.5,179.5
245.5,170.5
772.5,124.5
84.5,248.5
298.5,232.5
886.5,55.5
419.5,363.5
480.5,474.5
513.5,506.5
704.5,476.5
735.5,433.5
985.5,37.5
735.5,496.5
32.5,372.5
391.5,509.5
438.5,86.5
491.5,361.5
709.5,502.5
53.5,159.5
438.5,500.5
441.5,245.5
720.5,486.5
887.5,77.5
889.5,131.5
498.5,497.5
24.5,447.5
481.5,499.5
791.5,417.5
775.5,405.5
71.5,371.5
748.5,410.5
552.5,359.5
738.5,462.5
967.5,50.5
46.5,263.5
94.5,63.5
694.5,493.5
885.5,10.5
432.5,473.5
633.5,519.5
434.5,7.5
781.5,431.5
780.5,461.5
674.5,443.5
766.5,456.5
366.5,246.5
526.5,485.5
929.5,37.5
201.5,369.5
504.5,474.5
775.5,142.5
906.5,123.5
799.5,427.5
502.5,473.5
536.5,522.5
764.5,421.5
778.5,463.5
884.5,186.5
931.5,5.5
408.5,484.5
750.5,412.5
753.5,473.5
660.5,509.5
795.5,439.5
40.5,214.5
325.5,488.5
397.5,14.5
270.5,158.5
674.5,441.5
273.5,366.5
359.5,88.5
364.5,246.5
549.5,502.5
793.5,441.5
1000.5,9.5
526.5,483.5
702.5,477.5
765.5,482.5
88.5,106.5
747.5,506.5
724.5,512.5
736.5,462.5
910.5,55.5
10.5,249.5
127.5,369.5
667.5,458.5
765.5,454.5
887.5,156.5
778.5,407.5
365.5,8.5
755.5,398.5
550.5,361.5
906.5,101.5
96.5,62.5
378.5,524.5
749.5,443.5
774.5,140.5
885.5,34.5
934.5,54.5
953.5,21.5
345.5,365.5
658.5,509.5
751.5,471.5
739.5,522.5
