x,y
586.5,447.5
855.5,399.5
570.5,367.5
649.5,151.5
686.5,216.5
703.5,150.5
739.5,58.5
854.5,256.5
958.5,254.5
420.5,263.5
528.5,308.5
531.5,468.5
561.5,87.5
610.5,366.5
611.5,420.5
704.5,235.5
1013.5,168.5
447.5,308.5
531.5,398.5
798.5,83.5
286.5,121.5
579.5,37.5
606.5,260.5
874.5,231.5
100.5,484.5
160.5,364.5
421.5,308.5
548.5,261.5
572.5,421.5
667.5,151.5
76.5,400.5
467.5,308.5
631.5,133.5
683.5,36.5
722.5,505.5
800.5,215.5
851.5,52.5
852.5,100.5
853.5,147.5
938.5,51.5
981.5,396.5
821.5,215.5
825.5,413.5
939.5,212.5
33.5,68.5
271.5,431.5
291.5,261.5
467.5,283.5
507.5,326.5
551.5,348.5
641.5,510.5
647.5,37.5
721.5,131.5
859.5,439.5
1012.5,98.5
506.5,283.5
667.5,132.5
670.5,325.5
991.5,29.5
418.5,62.5
540.5,60.5
568.5,308.5
762.5,235.5
768.5,448.5
974.5,50.5
976.5,169.5
990.5,459.5
994.5,144.5
1034.5,458.5
92.5,265.5
183.5,313.5
184.5,433.5
238.5,474.5
529.5,326.5
603.5,107.5
619.5,71.5
749.5,472.5
819.5,507.5
1011.5,28.5
485.5,197.5
739.5,35.5
999.5,396.5
1013.5,126.5
1016.5,369.5
1051.5,325.5
181.5,334.5
201.5,274.5
420.5,235.5
684.5,86.5
687.5,277.5
702.5,36.5
1047.5,143.5
124.5,295.5
259.5,19.5
571.5,397.5
666.5,87.5
820.5,129.5
52.5,321.5
345.5,394.5
484.5,155.5
547.5,236.5
554.5,422.5
704.5,216.5
759.5,35.5
799.5,149.5
818.5,34.5
922.5,170.5
1013.5,144.5
1014.5,211.5
85.5,307.5
502.5,88.5
668.5,192.5
669.5,258.5
708.5,481.5
783.5,278.5
946.5,440.5
994.5,169.5
43.5,246.5
231.5,70.5
309.5,475.5
629.5,60.5
947.5,460.5
956.5,99.5
52.5,410.5
231.5,122.5
286.5,330.5
333.5,339.5
354.5,295.5
423.5,425.5
483.5,88.5
486.5,283.5
506.5,262.5
600.5,37.5
600.5,59.5
605.5,156.5
632.5,174.5
667.5,108.5
686.5,192.5
723.5,278.5
743.5,365.5
763.5,278.5
851.5,32.5
884.5,482.5
51.5,497.5
320.5,353.5
483.5,61.5
486.5,492.5
524.5,155.5
526.5,236.5
545.5,179.5
722.5,191.5
1011.5,50.5
1031.5,188.5
10.5,265.5
20.5,392.5
46.5,235.5
151.5,387.5
241.5,390.5
284.5,275.5
483.5,108.5
610.5,467.5
664.5,487.5
687.5,258.5
797.5,34.5
172.5,424.5
203.5,427.5
315.5,318.5
332.5,376.5
420.5,181.5
447.5,350.5
550.5,308.5
608.5,219.5
610.5,489.5
782.5,235.5
803.5,392.5
873.5,147.5
965.5,440.5
995.5,230.5
1017.5,396.5
1049.5,253.5
194.5,324.5
207.5,457.5
70.5,277.5
300.5,343.5
417.5,516.5
664.5,466.5
741.5,173.5
929.5,338.5
81.5,361.5
208.5,255.5
286.5,405.5
979.5,275.5
487.5,369.5
565.5,219.5
580.5,87.5
797.5,57.5
24.5,274.5
131.5,265.5
315.5,272.5
342.5,113.5
361.5,311.5
365.5,354.5
484.5,135.5
488.5,423.5
511.5,469.5
533.5,513.5
549.5,282.5
587.5,308.5
650.5,193.5
665.5,37.5
685.5,132.5
743.5,278.5
761.5,149.5
854.5,171.5
855.5,276.5
891.5,276.5
921.5,442.5
923.5,498.5
940.5,417.5
1048.5,168.5
956.5,51.5
996.5,275.5
43.5,348.5
169.5,336.5
372.5,373.5
419.5,135.5
586.5,467.5
1044.5,28.5
770.5,522.5
13.5,321.5
66.5,354.5
298.5,54.5
552.5,367.5
553.5,398.5
15.5,482.5
71.5,202.5
102.5,311.5
193.5,293.5
251.5,349.5
308.5,252.5
324.5,292.5
420.5,284.5
441.5,470.5
446.5,135.5
567.5,261.5
647.5,60.5
668.5,174.5
722.5,216.5
741.5,325.5
742.5,235.5
765.5,392.5
860.5,462.5
922.5,480.5
939.5,170.5
958.5,230.5
960.5,397.5
975.5,98.5
1029.5,77.5
1047.5,126.5
649.5,132.5
703.5,107.5
1016.5,349.5
561.5,450.5
762.5,215.5
1034.5,439.5
482.5,38.5
780.5,130.5
994.5,126.5
52.5,213.5
94.5,353.5
170.5,382.5
194.5,464.5
227.5,357.5
445.5,10.5
219.5,382.5
651.5,258.5
745.5,414.5
875.5,418.5
982.5,416.5
66.5,304.5
98.5,64.5
300.5,415.5
327.5,520.5
464.5,515.5
468.5,399.5
503.5,108.5
504.5,155.5
507.5,308.5
522.5,88.5
523.5,108.5
589.5,367.5
630.5,88.5
705.5,258.5
720.5,36.5
779.5,35.5
824.5,257.5
854.5,214.5
948.5,480.5
990.5,441.5
995.5,189.5
996.5,254.5
1030.5,98.5
701.5,133.5
740.5,105.5
821.5,148.5
74.5,285.5
467.5,262.5
530.5,450.5
819.5,82.5
686.5,152.5
637.5,413.5
223.5,343.5
606.5,178.5
742.5,347.5
856.5,418.5
1046.5,76.5
224.5,367.5
520.5,10.5
565.5,195.5
570.5,348.5
705.5,347.5
780.5,105.5
976.5,145.5
1015.5,275.5
1032.5,230.5
106.5,363.5
271.5,487.5
420.5,452.5
508.5,349.5
508.5,369.5
544.5,135.5
582.5,156.5
608.5,237.5
636.5,325.5
650.5,174.5
766.5,414.5
780.5,58.5
891.5,256.5
949.5,498.5
958.5,212.5
978.5,230.5
1014.5,189.5
824.5,278.5
445.5,89.5
298.5,434.5
466.5,154.5
