index,x,y
0,562.9267653543062,1054.8213921259708
1,715.6529385826484,1051.9091905505638
2,547.690129133836,1051.1729385824653
3,757.0498015746826,1047.5887370081398
4,726.5078929133538,1046.1107905502395
5,768.8798740156523,1041.2834267710136
6,553.0732346455178,1039.250796850272
7,778.1217259842697,1036.3706456676243
8,748.9926047243001,1033.07519999827
9,633.2622614172617,1032.7687559062101
10,647.2716094487178,1032.1285039355434
11,787.98719999992,1031.3310236208083
12,622.0845354330821,1028.349127557334
13,657.2090456691666,1026.9493417317474
14,761.1079559055134,1026.394355904399
15,797.825310236239,1025.8296944888557
16,614.3191181102137,1025.4644409436878
17,664.0478740157339,1023.6765732286483
18,607.1303055116863,1023.0373795267164
19,770.5020472439608,1021.2275905496492
20,807.54701102349,1020.8035275598211
21,600.2403779527334,1020.6163653548308
22,671.0885291337732,1020.142261417832
23,634.4455559054228,1018.5010393707771
24,592.7219905510663,1017.4870677163282
25,644.3586519683791,1017.3030803147263
26,678.877984251915,1016.4479999992791
27,779.822664566866,1016.3373354316697
28,626.2577385825552,1015.080113385606
29,585.1567370077287,1014.9986267718743
30,686.2978015747361,1012.5924283453799
31,652.5094299212567,1012.5036850397981
32,577.9822866141678,1012.4235590536763
33,618.8474456691953,1012.2838677158505
34,789.2377700787478,1010.8441700794565
35,612.0783118108712,1009.9249889756751
36,570.5403968504095,1009.8214299218861
37,658.6637102361974,1009.1482204705711
38,693.5408881888615,1008.7575685039279
39,606.102576377941,1007.790916535798
40,798.9284787400384,1005.6512503933719
41,664.9375748030666,1005.5812535436135
42,558.364875590414,1005.40180157301
43,701.4023055118017,1005.249259840785
44,598.500737007854,1004.5435464569903
45,671.6702740156627,1001.9832944869995
46,590.3625070866285,1001.5179590559381
47,708.8252976376592,1001.3935370060402
48,809.0529259841038,999.6898771655841
49,583.1297007872481,998.692837793996
50,678.1631999999637,998.1407244083449
51,716.2510110234886,997.2047622053642
52,575.766425196756,995.8931149591612
53,685.548548031393,993.7461921248848
54,724.8589606298002,993.6837543314836
55,563.4486425196327,991.0246299195477
56,732.4830236220218,989.8529763784934
57,693.2388283464265,989.7962834628548
58,700.1101606298737,985.7131842506213
59,741.9463559054718,985.4505826769852
60,633.0868913384638,984.8576503926374
61,642.4744818896407,984.0572976362048
